"ID","name","category","main_category","currency","deadline","goal","launched","pledged","state","backers","country","usd pledged","usd_pledged_real","usd_goal_real","outcome","duration","launchyr","launchmo","avgpledge","log_goal","cat_goal","cat_dur","cat_dur2","cat_goal2"
1239980983,"Treats For Your Body","Other","Misc","USD","2014-08-29",2000,"2014-07-30",50,"failed",1,"US",50,50,2000,0,30,2014,7,50,7.60090245954208,"(6.9,7.9]","(29,30]","(29,30]",4
1240500053,"Squidget  A toy that can change the world and be fun too!","Product Design","Misc","USD","2014-08-24",35000,"2014-07-25",5424,"failed",106,"US",5424,5424,35000,0,30,2014,7,51.1698113207547,10.4631033404715,"(9.9,10.9]","(29,30]","(29,30]",5
1240533344,"Kevin Griffin CD 2014","Other","Music","USD","2014-07-31",2500,"2014-07-01",10,"failed",1,"US",10,10,2500,0,30,2014,7,10,7.82404601085629,"(6.9,7.9]","(29,30]","(29,30]",4
1241140318,"(Train like a beast play like a pro)","Other","Misc","USD","2014-08-27",1300,"2014-07-28",0,"failed",0,"US",0,0,1300,0,30,2014,7,0,7.17011954344963,"(6.9,7.9]","(29,30]","(29,30]",4
12411437,"Truthful Baking","Other","Food","CAD","2014-08-15",5000,"2014-07-16",1930,"failed",13,"CA",1799.3,1770.64,4587.16,0,30,2014,7,148.461538461538,8.4310163751748,"(7.9,8.9]","(29,30]","(29,30]",4
124120146,"""""""""Death of a Drunk"""""""" thriller","Other","Film & Video","USD","2014-08-23",25000,"2014-07-24",59,"failed",5,"US",59,59,25000,0,30,2014,7,11.8,10.1266311038503,"(9.9,10.9]","(29,30]","(29,30]",5
124155706,"Studio CTB","Other","Photography","USD","2014-08-17",15000,"2014-07-18",0,"failed",0,"US",0,0,15000,0,30,2014,7,0,9.61580548008435,"(8.9,9.9]","(29,30]","(29,30]",4
1241974041,"Civil - Low Sci-Fi/Post Apocalyptic Fiction","Other","Misc","USD","2014-08-23",3500,"2014-07-24",93,"failed",3,"US",93,93,3500,0,30,2014,7,31,8.1605182474775,"(7.9,8.9]","(29,30]","(29,30]",4
12423099,"Quest to Meet Robbie 2014","Other","Film & Video","AUD","2014-08-08",1500,"2014-07-09",0,"failed",0,"AU",0,0,1392.76,0,30,2014,7,0,7.23904266891464,"(6.9,7.9]","(29,30]","(29,30]",4
1242777406,"Dark Assailant","Comic Books","Comics","USD","2014-08-02",4700,"2014-07-03",50,"failed",4,"US",50,50,4700,0,30,2014,7,12.5,8.45531778769815,"(7.9,8.9]","(29,30]","(29,30]",4
1242806458,"Three Wooden Crosses: A Novel","Other","Misc","USD","2014-08-21",3000,"2014-07-22",3950,"successful",46,"US",3950,3950,3000,1,30,2014,7,85.8695652173913,8.00636756765025,"(7.9,8.9]","(29,30]","(29,30]",4
1243059582,"Specs Talk","Other","Technology","USD","2014-08-11",1100,"2014-07-12",6,"failed",6,"US",6,6,1100,0,30,2014,7,1,7.00306545878646,"(6.9,7.9]","(29,30]","(29,30]",4
1243116324,"Kickstart my Chili lovin' heart!","Other","Food","USD","2014-08-14",100,"2014-07-15",0,"failed",0,"US",0,0,100,0,30,2014,7,0,4.60517018598809,"(3.9,4.9]","(29,30]","(29,30]",4
1243607683,"New Japanese Film 'Plastic Love Story' International Premier","Narrative Film","Film & Video","USD","2014-08-14",7500,"2014-07-15",10360,"successful",59,"US",10360,10360,7500,1,30,2014,7,175.593220338983,8.9226582995244,"(8.9,9.9]","(29,30]","(29,30]",4
1243678698,"FUCK Potato Salad. Paleo Potato Brownies!","Other","Food","GBP","2014-08-08",9.9e+07,"2014-07-09",0,"failed",0,"GB",0,0,166361390.71,0,30,2014,7,0,18.9296730324458,"(11.9,20]","(29,30]","(29,30]",7
1243772238,"Beard Power CVM Tee-Shirt *Stretch Goals Added*","Other","Misc","USD","2014-08-08",2000,"2014-07-09",7511,"successful",158,"US",7511,7511,2000,1,30,2014,7,47.5379746835443,7.60090245954208,"(6.9,7.9]","(29,30]","(29,30]",4
1243868026,"Share Your Toy","Web","Technology","USD","2014-08-18",14371,"2014-07-12",41,"failed",3,"US",41,41,14371,0,37,2014,7,13.6666666666667,9.57296756607425,"(8.9,9.9]","(30,40]","(30,40]",4
124388673,"Infamy: Welcome to The Big Smoke","Tabletop Games","Misc","GBP","2014-08-11",10000,"2014-07-10",94717.87,"successful",897,"GB",162238.97,158084.43,16690.03,1,32,2014,7,105.594057971014,9.72256681413779,"(8.9,9.9]","(30,40]","(30,40]",4
1243948624,"Just Sue It Documentary (Canceled)","Other","Film & Video","USD","2014-08-08",110000,"2014-07-09",25,"canceled",1,"US",25,25,110000,0,30,2014,7,25,11.6082356447746,"(10.9,11.9]","(29,30]","(29,30]",6
1244315000,"The werewolf apocalypse won't edit itself!","Other","Misc","USD","2014-08-18",6000,"2014-07-19",0,"failed",0,"US",0,0,6000,0,30,2014,7,0,8.69951474821019,"(7.9,8.9]","(29,30]","(29,30]",4
1244334053,"Plant Booster (Rocket Fuel)","Other","Food","CAD","2014-09-08",150000,"2014-07-10",206,"failed",4,"CA",192.95,186.27,135636.13,0,60,2014,7,51.5,11.8177310644259,"(10.9,11.9]","(59,60]","(40,60]",6
1244519641,"Spells of Doom: The Boardgame","Tabletop Games","Misc","USD","2014-08-03",8000,"2014-07-01",17795,"successful",270,"US",17795,17795,8000,1,33,2014,7,65.9074074074074,8.98719682066197,"(8.9,9.9]","(30,40]","(30,40]",4
1244640787,"ZOMBIE - A Card Game for Two Headhunters","Tabletop Games","Misc","USD","2014-08-14",2000,"2014-07-15",1160,"failed",75,"US",1160,1160,2000,0,30,2014,7,15.4666666666667,7.60090245954208,"(6.9,7.9]","(29,30]","(29,30]",4
1244674504,"SWEET GOSPEL SAUCE","Other","Food","USD","2014-08-07",600,"2014-07-08",0,"failed",0,"US",0,0,600,0,30,2014,7,0,6.39692965521615,"(5.9,6.9]","(29,30]","(29,30]",4
1245123798,"THE MONTECRISTOS - """"""""BORN TO ROCK 'N' ROLL""""""""","Other","Music","GBP","2014-08-22",5000,"2014-07-23",9135,"successful",87,"GB",15601.62,15143.48,8288.71,1,30,2014,7,105,9.02264962685331,"(8.9,9.9]","(29,30]","(29,30]",4
1245249680,"I HATE ERASERS (?'?-'?)-o* (Canceled)","Other","Misc","CAD","2014-09-19",1180,"2014-07-22",0,"canceled",0,"CA",0,0,1074.88,0,59,2014,7,0,6.97996430642393,"(6.9,7.9]","(40,59]","(40,60]",4
1245332105,"Young Writer's First Novel","Other","Misc","GBP","2014-08-08",500,"2014-07-09",81,"failed",3,"GB",138.78,136.11,840.21,0,30,2014,7,27,6.73365186059257,"(5.9,6.9]","(29,30]","(29,30]",4
1245348918,"Four Elements Board Company","Product Design","Misc","CAD","2014-08-17",7000,"2014-07-28",35,"failed",1,"CA",32.39,31.94,6388.61,0,20,2014,7,35,8.76227199632253,"(7.9,8.9]","(10,20]","(10,20]",4
1245415760,"DeCommer 2015","Other","Misc","USD","2014-08-16",5000,"2014-07-17",20,"failed",2,"US",20,20,5000,0,30,2014,7,10,8.51719319141624,"(7.9,8.9]","(29,30]","(29,30]",4
1245736493,"Lucidus Clothing (Canceled)","Other","Misc","GBP","2014-08-20",12550,"2014-07-21",30,"canceled",1,"GB",50.92,49.73,20804.67,0,30,2014,7,30,9.94293275971951,"(9.9,10.9]","(29,30]","(29,30]",4
1245759472,"Barn Swallow Theatre's Youth Show """"""""The Pale Pink Dragon""""""""","Other","Theater","USD","2014-08-10",300,"2014-07-30",313,"successful",15,"US",313,313,300,1,11,2014,7,20.8666666666667,5.7037824746562,"(4.9,5.9]","(10,20]","(10,20]",4
1245814023,"Put community radio KDKQ-LP """"""""on the air"""""""" in Derby,Kansas!!","Indie Rock","Music","USD","2014-08-13",25000,"2014-07-14",0,"failed",0,"US",0,0,25000,0,30,2014,7,0,10.1266311038503,"(9.9,10.9]","(29,30]","(29,30]",5
1246420456,"Wow I wish I could do that!","Other","Misc","USD","2014-08-14",5000,"2014-07-15",100,"failed",1,"US",100,100,5000,0,30,2014,7,100,8.51719319141624,"(7.9,8.9]","(29,30]","(29,30]",4
1246507191,"Get Jnorth Media Off The Ground With New Equipment","Web","Journalism","USD","2014-08-10",7000,"2014-07-11",1,"failed",1,"US",1,1,7000,0,30,2014,7,1,8.85366542803745,"(7.9,8.9]","(29,30]","(29,30]",4
1246550718,"Drumm Family Farm","Other","Food","USD","2014-08-13",1800,"2014-07-14",5,"failed",1,"US",5,5,1800,0,30,2014,7,5,7.49554194388426,"(6.9,7.9]","(29,30]","(29,30]",4
1247137148,"Riot & Murder at Men's Max Prison","Other","Misc","USD","2014-08-08",5000,"2014-07-09",0,"failed",0,"US",0,0,5000,0,30,2014,7,0,8.51719319141624,"(7.9,8.9]","(29,30]","(29,30]",4
1247328453,"Cocktail Art for the Geeks, the Nerds, and the Romantics","Other","Food","USD","2014-07-14",300,"2014-07-11",0,"failed",0,"US",0,0,300,0,3,2014,7,0,5.7037824746562,"(4.9,5.9]","(0,10]","(0,10]",4
1247373737,"Feel the Music","Other","Music","GBP","2014-08-08",12000,"2014-07-09",1,"failed",1,"GB",1.71,1.68,20165.02,0,30,2014,7,1,9.91170469912448,"(9.9,10.9]","(29,30]","(29,30]",4
1247422916,"Bar Bingo","Other","Misc","USD","2014-08-14",11000,"2014-07-15",264,"failed",10,"US",264,264,11000,0,30,2014,7,26.4,9.30565055178051,"(8.9,9.9]","(29,30]","(29,30]",4
1247435541,"Making XBOX 360 laptops that will be portable and fun","Other","Misc","USD","2014-09-12",1500,"2014-07-14",52,"suspended",7,"US",52,52,1500,0,60,2014,7,7.42857142857143,7.3132203870903,"(6.9,7.9]","(59,60]","(40,60]",4
1247520188,"TROVE: The Ultimate Slim Wallet & Card Case","Accessories","Misc","GBP","2014-08-21",12500,"2014-07-12",23964.01,"successful",711,"GB",41046,39726.16,20721.78,1,40,2014,7,33.7046554149086,9.9389406000195,"(9.9,10.9]","(30,40]","(30,40]",4
1247660320,"Gracenotes School of Music: The Dream!","Other","Music","USD","2014-08-09",3000,"2014-07-10",0,"failed",0,"US",0,0,3000,0,30,2014,7,0,8.00636756765025,"(7.9,8.9]","(29,30]","(29,30]",4
1247740320,"?k??a Young Pioneers Programme","Other","Misc","GBP","2014-09-11",11000,"2014-07-23",11510.1,"successful",184,"GB",19658.05,18684.01,17855.98,1,50,2014,7,62.5548913043478,9.79009374510873,"(8.9,9.9]","(40,59]","(40,60]",4
124811292,"The Deck of Manly Arts Playing Cards","Playing Cards","Misc","USD","2014-08-25",10000,"2014-07-25",1468,"failed",91,"US",1468,1468,10000,0,31,2014,7,16.1318681318681,9.21034037197618,"(8.9,9.9]","(30,40]","(30,40]",4
1248364439,"Sinful Delights Variety Cookies Relaunch","Other","Food","USD","2014-07-31",650,"2014-07-16",770,"successful",35,"US",770,770,650,1,15,2014,7,22,6.47697236288968,"(5.9,6.9]","(10,20]","(10,20]",4
1248647744,"CADDY - Tech Meets Furniture","Other","Technology","USD","2014-07-22",8600,"2014-07-10",28678,"successful",113,"US",28678,28678,8600,1,12,2014,7,253.787610619469,9.0595174822416,"(8.9,9.9]","(10,20]","(10,20]",4
124900523,"1963 Chevy 3/4 ton Restore","Other","Misc","USD","2014-08-08",2000,"2014-07-09",1,"failed",1,"US",1,1,2000,0,30,2014,7,1,7.60090245954208,"(6.9,7.9]","(29,30]","(29,30]",4
1249391978,"Simple&Sophisticated Metal Jewelry Brand (Canceled)","Other","Misc","CAD","2014-09-01",2000,"2014-07-23",0,"canceled",0,"CA",0,0,1838.57,0,40,2014,7,0,7.51674337453378,"(6.9,7.9]","(30,40]","(30,40]",4
1249400169,"Brews and News Gourmet Coffee House","Other","Food","USD","2014-09-15",60000,"2014-07-17",0,"failed",0,"US",0,0,60000,0,60,2014,7,0,11.0020998412042,"(10.9,11.9]","(59,60]","(40,60]",6
1249400619,"INDIE MUSIC VIDEO","Indie Rock","Music","CAD","2014-08-10",600,"2014-07-11",0,"failed",0,"CA",0,0,550.46,0,30,2014,7,0,6.31075429230571,"(5.9,6.9]","(29,30]","(29,30]",4
1249457266,"ReCreate Store: Ethical Designer Fashion","Other","Misc","NZD","2014-08-27",10000,"2014-07-28",12160.17,"successful",104,"NZ",10402.39,10180.99,8372.4,1,30,2014,7,116.924711538462,9.03269586073319,"(8.9,9.9]","(29,30]","(29,30]",4
124961522,"EduSim","Apps","Technology","USD","2014-08-22",200,"2014-07-23",10,"failed",2,"US",10,10,200,0,30,2014,7,5,5.29831736654804,"(4.9,5.9]","(29,30]","(29,30]",4
1249781392,"The Three Block Project","Other","Photography","USD","2014-08-14",15000,"2014-07-15",0,"failed",0,"US",0,0,15000,0,30,2014,7,0,9.61580548008435,"(8.9,9.9]","(29,30]","(29,30]",4
1250117196,"The Tardis and Pandorica in Black Rock City","Other","Misc","USD","2014-07-28",10000,"2014-07-03",465,"failed",9,"US",465,465,10000,0,25,2014,7,51.6666666666667,9.21034037197618,"(8.9,9.9]","(20,29]","(20,29]",4
1250466241,"MS Photo Project","Other","Photography","USD","2014-08-24",500,"2014-07-15",140,"failed",4,"US",140,140,500,0,40,2014,7,35,6.21460809842219,"(5.9,6.9]","(30,40]","(30,40]",4
1250501946,"aaaaaaaaaaa (Suspended)","Other","Food","USD","2014-08-10",11,"2014-07-11",1,"suspended",1,"US",1,1,11,0,30,2014,7,1,2.39789527279837,"(1.9,2.9]","(29,30]","(29,30]",3
1250692995,"Kids Blankets","Other","Misc","USD","2014-09-23",500,"2014-07-25",40,"failed",3,"US",40,40,500,0,60,2014,7,13.3333333333333,6.21460809842219,"(5.9,6.9]","(59,60]","(40,60]",4
1250777639,"South Asia Labor Watch (SALW) reporting fund","Web","Journalism","USD","2014-08-20",500,"2014-07-21",626,"successful",13,"US",626,626,500,1,30,2014,7,48.1538461538462,6.21460809842219,"(5.9,6.9]","(29,30]","(29,30]",4
1251520074,"Connoisseurs Catnip","Other","Misc","USD","2014-08-16",888,"2014-07-17",20,"failed",1,"US",20,20,888,0,30,2014,7,20,6.78897174299217,"(5.9,6.9]","(29,30]","(29,30]",4
1251916944,"Finishing a Wanderful Expansion & Renovation","Other","Music","USD","2014-07-22",30000,"2014-07-14",1485,"failed",18,"US",1485,1485,30000,0,8,2014,7,82.5,10.3089526606443,"(9.9,10.9]","(0,10]","(0,10]",5
1252034397,"Guilds All","Other","Misc","USD","2014-08-21",5e+05,"2014-07-22",0,"failed",0,"US",0,0,5e+05,0,30,2014,7,0,13.1223633774043,"(11.9,20]","(29,30]","(29,30]",7
1252176575,"Sash Gardens  -  Hydroponic Farming Beverley & Hull","Other","Food","GBP","2014-08-11",60000,"2014-07-12",20,"failed",3,"GB",34.26,33.38,100140.2,0,30,2014,7,6.66666666666667,11.5143264830859,"(10.9,11.9]","(29,30]","(29,30]",6
1252577671,"My Pink Floyd Flying Pig Pinata with Glowing Eyes","Other","Misc","USD","2014-08-10",50,"2014-07-11",15,"failed",2,"US",15,15,50,0,30,2014,7,7.5,3.91202300542815,"(3.9,4.9]","(29,30]","(29,30]",4
1252833505,"Supplies and Fees for a Huge Horse Polo Event/Craft Fair!!","Other","Misc","USD","2014-08-20",1500,"2014-07-21",2085,"successful",24,"US",2085,2085,1500,1,30,2014,7,86.875,7.3132203870903,"(6.9,7.9]","(29,30]","(29,30]",4
1252922087,"Shane Dion Solo CD","Rock","Music","CAD","2014-08-29",8000,"2014-07-30",0,"failed",0,"CA",0,0,7370.55,0,30,2014,7,0,8.90524760926461,"(8.9,9.9]","(29,30]","(29,30]",4
1252933270,"Habitual Hats-Functional custom art. Become a walking canvas","Other","Misc","USD","2014-08-28",5000,"2014-07-29",1,"failed",1,"US",1,1,5000,0,30,2014,7,1,8.51719319141624,"(7.9,8.9]","(29,30]","(29,30]",4
1252982803,"Stand Alone - Tour","Other","Music","USD","2014-08-12",3000,"2014-07-12",5,"failed",1,"US",5,5,3000,0,31,2014,7,5,8.00636756765025,"(7.9,8.9]","(30,40]","(30,40]",4
1253240617,"The Integrated Tailgate Ramp","Product Design","Misc","USD","2014-09-08",50000,"2014-07-25",1,"failed",1,"US",1,1,50000,0,45,2014,7,1,10.8197782844103,"(9.9,10.9]","(40,59]","(40,60]",5
1253266737,"Dinner for Two","Events","Food","USD","2014-08-08",50,"2014-07-09",31,"failed",3,"US",31,31,50,0,30,2014,7,10.3333333333333,3.91202300542815,"(3.9,4.9]","(29,30]","(29,30]",4
1253352735,"Sergio's Home Brew Kit","Other","Food","USD","2014-08-07",350,"2014-07-08",20,"failed",1,"US",20,20,350,0,30,2014,7,20,5.85793315448346,"(4.9,5.9]","(29,30]","(29,30]",4
1253426429,"Let out your inner party (Canceled)","Other","Misc","USD","2014-09-09",260,"2014-07-11",0,"canceled",0,"US",0,0,260,0,60,2014,7,0,5.56068163101553,"(4.9,5.9]","(59,60]","(40,60]",4
1253549666,"DEAR AMERICA","Other","Dance","USD","2014-07-17",2000,"2014-07-09",2091,"successful",32,"US",2091,2091,2000,1,8,2014,7,65.34375,7.60090245954208,"(6.9,7.9]","(0,10]","(0,10]",4
1253598388,"CARRYBINER - The Carabiner That Carries More","Product Design","Misc","USD","2014-08-09",1000,"2014-07-11",1820,"successful",135,"US",1820,1820,1000,1,29,2014,7,13.4814814814815,6.90775527898214,"(6.9,7.9]","(20,29]","(20,29]",4
1253785229,"Coraline The New Musical","Other","Theater","USD","2014-08-11",500,"2014-07-20",1046,"successful",17,"US",1046,1046,500,1,22,2014,7,61.5294117647059,6.21460809842219,"(5.9,6.9]","(20,29]","(20,29]",4
1253966974,"If. I Love You (Canceled)","Other","Film & Video","USD","2014-08-05",20000,"2014-07-02",7076,"canceled",46,"US",7076,7076,20000,0,34,2014,7,153.826086956522,9.90348755253613,"(9.9,10.9]","(30,40]","(30,40]",4
1254031717,"Peter & Co. SF Presents at The Garage","Other","Dance","USD","2014-08-02",4500,"2014-07-03",805,"failed",24,"US",805,805,4500,0,30,2014,7,33.5416666666667,8.41183267575841,"(7.9,8.9]","(29,30]","(29,30]",4
125443562,"Book of Choices Campaign 1","Other","Film & Video","USD","2014-08-28",5000,"2014-07-29",5251,"successful",26,"US",5251,5251,5000,1,30,2014,7,201.961538461538,8.51719319141624,"(7.9,8.9]","(29,30]","(29,30]",4
1254620504,"The App Store","Public Art","Misc","USD","2014-08-16",3000,"2014-07-07",3861.97,"successful",35,"US",3861.97,3861.97,3000,1,40,2014,7,110.342,8.00636756765025,"(7.9,8.9]","(30,40]","(30,40]",4
1254867064,"On my way to Norway! (Canceled)","Other","Photography","USD","2014-08-16",300,"2014-07-17",0,"canceled",0,"US",0,0,300,0,30,2014,7,0,5.7037824746562,"(4.9,5.9]","(29,30]","(29,30]",4
125487832,"VX1000 Camcorder for Collage Skatevideo","Other","Film & Video","USD","2014-09-15",500,"2014-07-17",0,"failed",0,"US",0,0,500,0,60,2014,7,0,6.21460809842219,"(5.9,6.9]","(59,60]","(40,60]",4
1254926483,"North Goes South...a little bit","Other","Music","USD","2014-08-01",300,"2014-07-09",25,"failed",1,"US",25,25,300,0,23,2014,7,25,5.7037824746562,"(4.9,5.9]","(20,29]","(20,29]",4
12550430,"Strike Finder Touch, the world's most advanced trigger!","Other","Technology","USD","2014-08-06",35000,"2014-07-07",2084,"failed",18,"US",2084,2084,35000,0,30,2014,7,115.777777777778,10.4631033404715,"(9.9,10.9]","(29,30]","(29,30]",5
1255186669,"Signature Deli...Finishing the Dream...","Other","Food","USD","2014-08-31",50000,"2014-07-21",630,"failed",6,"US",630,630,50000,0,41,2014,7,105,10.8197782844103,"(9.9,10.9]","(40,59]","(40,60]",5
1255624733,"Film Fund - Riot Fest 2014","Other","Photography","USD","2014-08-28",100,"2014-07-28",273,"successful",13,"US",273,273,100,1,31,2014,7,21,4.60517018598809,"(3.9,4.9]","(30,40]","(30,40]",4
125589148,"Steven Hendricks's Little is Left to Tell","Other","Misc","USD","2014-08-02",2500,"2014-07-03",2879,"successful",64,"US",2879,2879,2500,1,30,2014,7,44.984375,7.82404601085629,"(6.9,7.9]","(29,30]","(29,30]",4
1256184779,"Custom routed 3 Dimensional signs by Veteran Owned business","Other","Misc","USD","2014-08-16",30000,"2014-07-17",275,"failed",2,"US",275,275,30000,0,30,2014,7,137.5,10.3089526606443,"(9.9,10.9]","(29,30]","(29,30]",5
1256280992,"PassNotes: The Secure Notebook For IOS","Other","Technology","GBP","2014-08-06",2000,"2014-07-07",6,"failed",2,"GB",10.3,10.08,3360.84,0,30,2014,7,3,8.11994622171246,"(7.9,8.9]","(29,30]","(29,30]",4
1256505290,"Curtains Closed -As yet untitled film project-","Comedy","Film & Video","GBP","2014-08-07",20000,"2014-07-08",0,"failed",0,"GB",0,0,33608.36,0,30,2014,7,0,10.4225301245271,"(9.9,10.9]","(29,30]","(29,30]",5
1256859563,"Reduce, Reuse, and Recycle Bar Soap Kit","DIY","Misc","USD","2014-08-11",200,"2014-07-12",30,"failed",1,"US",30,30,200,0,30,2014,7,30,5.29831736654804,"(4.9,5.9]","(29,30]","(29,30]",4
1256937996,"Burrito","Other","Food","USD","2014-08-07",12,"2014-07-08",17,"successful",4,"US",17,17,12,1,30,2014,7,4.25,2.484906649788,"(1.9,2.9]","(29,30]","(29,30]",3
1257035725,"LUCKY MAN - a true story of ordinary men who became heroes","Other","Film & Video","GBP","2014-08-14",110000,"2014-07-15",241,"canceled",7,"GB",412.54,402.23,183590.36,0,30,2014,7,34.4285714285714,12.1204622503434,"(11.9,20]","(29,30]","(29,30]",7
1257132062,"The Human Resources Council","Web","Technology","AUD","2014-08-10",6000,"2014-07-11",0,"failed",0,"AU",0,0,5592.84,0,30,2014,7,0,8.62924248722484,"(7.9,8.9]","(29,30]","(29,30]",4
1257576464,"MORONATHON TOUR 2014","Rock","Music","USD","2014-08-01",1300,"2014-07-17",85,"failed",6,"US",85,85,1300,0,15,2014,7,14.1666666666667,7.17011954344963,"(6.9,7.9]","(10,20]","(10,20]",4
1257668599,"Tacos for world peace.","Other","Food","USD","2014-08-10",30,"2014-07-11",3,"failed",3,"US",3,3,30,0,30,2014,7,1,3.40119738166216,"(2.9,3.9]","(29,30]","(29,30]",4
1257771766,"Egg Salad","Other","Food","USD","2014-08-07",10,"2014-07-08",9.99,"failed",1,"US",9.99,9.99,10,0,30,2014,7,9.99,2.30258509299405,"(1.9,2.9]","(29,30]","(29,30]",3
1257836190,"Stonecrysus: An Intelligent Health App & Activity Tracker","Other","Technology","USD","2014-08-08",1e+05,"2014-07-09",56153,"canceled",108,"US",56153,56153,1e+05,0,30,2014,7,519.935185185185,11.5129254649702,"(10.9,11.9]","(29,30]","(29,30]",6
1258033887,"The Master Truth project","Other","Film & Video","USD","2014-08-19",400,"2014-07-20",0,"failed",0,"US",0,0,400,0,30,2014,7,0,5.99146454710798,"(5.9,6.9]","(29,30]","(29,30]",4
1258159092,"Merritt Squad! Web Series","Comedy","Film & Video","USD","2014-08-09",4000,"2014-07-31",4070,"successful",98,"US",4070,4070,4000,1,9,2014,7,41.530612244898,8.29404964010203,"(7.9,8.9]","(0,10]","(0,10]",4
1258341756,"Brandon Strader's new album, Drifting, and making s'mores!","Rock","Music","USD","2014-08-07",5,"2014-07-08",255,"successful",11,"US",255,255,5,1,30,2014,7,23.1818181818182,1.6094379124341,"(0.9,1.9]","(29,30]","(29,30]",2
1258554023,"Challenge a friend to a Crossword Battle!","Other","Misc","USD","2014-08-04",50000,"2014-07-08",429,"failed",15,"US",429,429,50000,0,27,2014,7,28.6,10.8197782844103,"(9.9,10.9]","(20,29]","(20,29]",5
1258808592,"Bloody Island - Horror film - sequel to award winning","Other","Film & Video","USD","2014-08-15",100,"2014-07-16",2334.61,"successful",17,"US",2334.61,2334.61,100,1,30,2014,7,137.33,4.60517018598809,"(3.9,4.9]","(29,30]","(29,30]",4
1258940266,"NatalieInMotion : August Project","Dance","Dance","USD","2014-08-05",12000,"2014-07-14",12572,"successful",94,"US",12572,12572,12000,1,22,2014,7,133.744680851064,9.39266192877014,"(8.9,9.9]","(20,29]","(20,29]",4
1259279040,"For You~share your love, tell  your story, be you, be unique","Other","Misc","USD","2014-08-13",200,"2014-07-14",333,"successful",10,"US",333,333,200,1,30,2014,7,33.3,5.29831736654804,"(4.9,5.9]","(29,30]","(29,30]",4
1259530879,"Konditori18","Other","Food","USD","2014-09-09",80000,"2014-07-20",1,"failed",1,"US",1,1,80000,0,51,2014,7,1,11.289781913656,"(10.9,11.9]","(40,59]","(40,60]",6
1259887330,"Bling Diva's","Accessories","Misc","USD","2014-08-08",10000,"2014-07-08",0,"failed",0,"US",0,0,10000,0,31,2014,7,0,9.21034037197618,"(8.9,9.9]","(30,40]","(30,40]",4
1260399920,"Transform ocarinas into Harp!","Classical Music","Music","CAD","2014-08-27",400,"2014-07-28",75,"failed",2,"CA",69.35,69.1,368.53,0,30,2014,7,37.5,5.90952211944187,"(5.9,6.9]","(29,30]","(29,30]",4
1260459045,"Platypop Culture (Canceled)","Web","Journalism","AUD","2014-08-29",10000,"2014-07-30",50,"canceled",1,"AU",46.98,46.69,9337.94,0,30,2014,7,50,9.14184095015149,"(8.9,9.9]","(29,30]","(29,30]",4
1261201085,"Swing Whistle Golf Swing Tempo Trainer (Canceled)","Product Design","Misc","USD","2014-08-31",40000,"2014-07-29",300,"canceled",5,"US",300,300,40000,0,33,2014,7,60,10.5966347330961,"(9.9,10.9]","(30,40]","(30,40]",5
1261508339,"Potatoes for The Potato Salad","Other","Food","USD","2014-08-08",12000,"2014-07-09",21,"failed",5,"US",21,21,12000,0,30,2014,7,4.2,9.39266192877014,"(8.9,9.9]","(29,30]","(29,30]",4
1261577281,"Endless Miracle - Album Rescue","Rock","Music","USD","2014-08-24",10000,"2014-07-24",208,"failed",6,"US",208,208,10000,0,31,2014,7,34.6666666666667,9.21034037197618,"(8.9,9.9]","(30,40]","(30,40]",4
1261666225,"USPCC Printed -The Black Book Manifesto Playing Card Deck","Other","Misc","USD","2014-08-23",20000,"2014-07-09",30033.51,"successful",775,"US",30033.51,30033.51,20000,1,45,2014,7,38.7529161290323,9.90348755253613,"(9.9,10.9]","(40,59]","(40,60]",4
1261731394,"Better Potato Salad - Boston","Other","Food","USD","2014-08-17",50,"2014-07-08",0,"failed",0,"US",0,0,50,0,40,2014,7,0,3.91202300542815,"(3.9,4.9]","(30,40]","(30,40]",4
1261993636,"edshelf - Socially curated directory of education technology","Web","Technology","USD","2014-08-24",30000,"2014-07-25",30553.03,"successful",290,"US",30553.03,30553.03,30000,1,30,2014,7,105.355275862069,10.3089526606443,"(9.9,10.9]","(29,30]","(29,30]",5
1262282877,"The Original Laughter Therapist","Plays","Theater","USD","2014-09-01",1e+05,"2014-07-28",26,"failed",2,"US",26,26,1e+05,0,35,2014,7,13,11.5129254649702,"(10.9,11.9]","(30,40]","(30,40]",6
12623757,"Universal Home Care Bed Rails","Other","Technology","USD","2014-08-28",45000,"2014-07-24",1,"failed",1,"US",1,1,45000,0,35,2014,7,1,10.7144177687525,"(9.9,10.9]","(30,40]","(30,40]",5
1263084370,"better brew for all.","Other","Food","USD","2014-08-10",50,"2014-07-11",5,"failed",1,"US",5,5,50,0,30,2014,7,5,3.91202300542815,"(3.9,4.9]","(29,30]","(29,30]",4
1263451743,"Pregnancy, what they DON'T tell you","Other","Journalism","USD","2014-08-15",2500,"2014-07-16",0,"failed",0,"US",0,0,2500,0,30,2014,7,0,7.82404601085629,"(6.9,7.9]","(29,30]","(29,30]",4
1263847262,"Table Air","Other","Technology","USD","2014-08-08",1500,"2014-07-09",27904.5,"successful",256,"US",27904.5,27904.5,1500,1,30,2014,7,109.001953125,7.3132203870903,"(6.9,7.9]","(29,30]","(29,30]",4
