"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","state","backers","country","usd pledged","usd_pledged_real","usd_goal_real","outcome","duration","launchyr","launchmo","avgpledge","category_combo","log_goal","norm_goal","duration2","duration3","predict","found","match"
"557",1514496957,"Yummy YET nutritious: hidden veggies: powders & cookbook","Food","Food","USD","2014-08-31",25000,"2014-07-30",60,"canceled",2,"US",60,60,25000,0,32,2014,7,30,"Food:Food",10.1266311038503,1.43657416849588,7,-0.633947031603817,0,0,1
"558",1515377695,"Chocolate Chip Cookies (Canceled)","Food","Food","USD","2014-08-07",20,"2014-07-08",4,"canceled",2,"US",4,4,20,0,30,2014,7,2,"Food:Food",2.99573227355399,-0.905723372177531,6,-2.63394703160382,1,0,0
"559",1516741734,"Greatest Cheesy Potato Dish (Canceled)","Food","Food","CAD","2014-08-08",25,"2014-07-09",5,"canceled",1,"CA",4.68,4.58,22.9,0,30,2014,7,5,"Food:Food",3.13113691056019,-0.861246798353776,6,-2.63394703160382,0,0,1
"560",1517133109,"Bruce Hedrick Music, bring recorded song to radio","Music","Music","USD","2014-09-07",6000,"2014-07-24",315,"failed",7,"US",315,315,6000,0,45,2014,7,45,"Music:Music",8.69951474821019,0.186031755934616,9,12.3660529683962,0,0,1
"561",1518307053,"I am making potato soup.","Food","Food","USD","2014-08-10",10,"2014-07-11",0,"failed",0,"US",0,0,10,0,30,2014,7,0,"Food:Food",2.30258509299405,-1.13340251543678,6,-2.63394703160382,1,0,0
"562",1518812564,"Muffin holes to granola bars or ?","Food","Food","USD","2014-08-10",500,"2014-07-11",0,"failed",0,"US",0,0,500,0,30,2014,7,0,"Food:Food",6.21460809842219,0.15158582652955,6,-2.63394703160382,0,0,1
"563",1519618702,"meals like home","Food","Food","USD","2014-08-13",5000,"2014-07-14",0,"failed",0,"US",0,0,5000,0,30,2014,7,0,"Food:Food",8.51719319141624,0.907919569142343,6,-2.63394703160382,0,0,1
"564",1519835097,"Documentary About Potato Salad Documentary","Documentary","Film & Video","USD","2014-08-25",1,"2014-07-26",1,"successful",1,"US",1,1,1,1,30,2014,7,1,"Film & Video:Documentary",0,-5.13068273558328,6,-2.63394703160382,1,1,1
"565",1520002206,"Chocolate Chip Cookies","Food","Food","USD","2014-08-08",25,"2014-07-09",15,"failed",3,"US",15,15,25,0,30,2014,7,5,"Food:Food",3.2188758248682,-0.832427059342493,6,-2.63394703160382,1,0,0
"566",1520253505,"Carla's Creations Building for Independence","Product Design","Design","USD","2014-08-12",2000,"2014-07-13",15,"failed",2,"US",15,15,2000,0,30,2014,7,7.5,"Design:Product Design",7.60090245954208,-1.06249814706366,6,-2.63394703160382,1,0,0
"567",1521734924,"G1 WATERSPORTS!  HUMAN POWERED WATERCRAFT","Product Design","Design","USD","2014-08-16",30000,"2014-07-17",1,"failed",1,"US",1,1,30000,0,30,2014,7,1,"Design:Product Design",10.3089526606443,0.660424971041199,6,-2.63394703160382,1,0,0
"568",1522752386,"Help me make a burrito (Canceled)","Food","Food","USD","2014-08-09",10,"2014-07-10",26,"canceled",3,"US",26,26,10,0,30,2014,7,8.66666666666667,"Food:Food",2.30258509299405,-1.13340251543678,6,-2.63394703160382,1,0,0
"569",1523298329,"NexGen S.A.R. (Canceled)","Documentary","Film & Video","USD","2014-09-11",25000,"2014-07-28",0,"canceled",0,"US",0,0,25000,0,45,2014,7,0,"Film & Video:Documentary",10.1266311038503,0.577796056489294,9,12.3660529683962,0,0,1
"570",1523761425,"Learning how to make bread pudding with  vanilla sauce","Food","Food","USD","2014-08-26",1000,"2014-07-29",50,"failed",4,"US",50,50,1000,0,28,2014,7,12.5,"Food:Food",6.90775527898214,0.379264969788802,6,-4.63394703160382,0,0,1
"571",1526755564,"Dynamo needs a DYNOvan!","Music","Music","USD","2014-08-14",10000,"2014-07-15",10185,"successful",114,"US",10185,10185,10000,1,30,2014,7,89.3421052631579,"Music:Music",9.21034037197618,0.466528327138618,6,-2.63394703160382,0,0,0
"572",1528262768,"The Marble Faun of Grey Gardens","Documentary","Film & Video","USD","2014-08-13",15000,"2014-07-14",3446,"failed",15,"US",3446,3446,15000,0,30,2014,7,229.733333333333,"Film & Video:Documentary",9.61580548008435,0.28983876745497,6,-2.63394703160382,0,0,1
"573",1529537481,"A Cookie that could finally Satisfy the Cookie Monster!","Food","Food","GBP","2014-07-26",50,"2014-07-06",0,"canceled",0,"GB",0,0,84.13,0,20,2014,7,0,"Food:Food",4.43236322156272,-0.43383094789021,4,-12.6339470316038,0,0,1
"574",15295535,"Good News Everyone!- Custom Figure","Art","Art","CAD","2014-07-31",500,"2014-07-09",2325,"successful",19,"CA",2177.67,2127.95,457.62,1,22,2014,7,122.368421052632,"Art:Art",6.1260391454042,-0.430705706592338,5,-10.6339470316038,0,0,0
"575",153238565,"Music cap","Product Design","Design","AUD","2014-08-12",250000,"2014-07-22",162,"failed",5,"AU",151.55,151.01,233035.05,0,21,2014,7,32.4,"Design:Product Design",12.3589441504191,1.96467617296264,5,-11.6339470316038,0,0,1
"576",1532462504,"Supporting our youth - Outhouse United","Music","Music","USD","2014-08-07",5000,"2014-07-08",0,"failed",0,"US",0,0,5000,0,30,2014,7,0,"Music:Music",8.51719319141624,0.0859181963205693,6,-2.63394703160382,0,0,1
"577",1532608998,"Nobody Asked Me","Music","Music","USD","2014-08-08",2000,"2014-07-09",0,"failed",0,"US",0,0,2000,0,30,2014,7,0,"Music:Music",7.60090245954208,-0.417221028806564,6,-2.63394703160382,1,0,0
"578",1532685673,"Pet Parents Connecting Together Even More'er Better","Art","Art","USD","2014-08-08",500,"2014-07-09",0,"failed",0,"US",0,0,500,0,30,2014,7,0,"Art:Art",6.21460809842219,-0.393550972695129,6,-2.63394703160382,1,0,0
"579",1533239816,"Songs about nothing or something else","Music","Music","USD","2014-08-07",10,"2014-07-08",0,"failed",0,"US",0,0,10,0,30,2014,7,0,"Music:Music",2.30258509299405,-3.32655013315107,6,-2.63394703160382,1,0,0
"580",1534114753,"The Linkmount System  Smartphone Enhancement","Product Design","Design","USD","2014-09-29",35000,"2014-07-31",206823.13,"successful",5022,"US",206823.13,206823.13,35000,1,60,2014,7,41.183418956591,"Design:Product Design",10.4631033404715,0.758499138882646,12,27.3660529683962,0,0,0
"581",1534211330,"Mega-Bit: Figures Inspired by SEGA® Genesis®","Product Design","Design","USD","2014-08-01",30000,"2014-07-02",18349,"failed",242,"US",18349,18349,30000,0,30,2014,7,75.8223140495868,"Design:Product Design",10.3089526606443,0.660424971041199,6,-2.63394703160382,1,0,0
"582",1535389273,"The Urban Warriors","Documentary","Film & Video","GBP","2014-08-21",1500,"2014-07-22",110,"failed",4,"GB",188.05,182.35,2486.61,0,30,2014,7,27.5,"Film & Video:Documentary",7.81867561606629,-0.723220522464926,6,-2.63394703160382,1,0,0
"583",1535655735,"Life Initiative - (Canceled)","Documentary","Film & Video","USD","2014-08-29",3000,"2014-07-30",0,"canceled",0,"US",0,0,3000,0,30,2014,7,0,"Film & Video:Documentary",8.00636756765025,-0.617416774498601,6,-2.63394703160382,1,0,0
"584",1536448166,"The Rivalry Burger Shack","Food","Food","USD","2014-08-28",50000,"2014-07-29",4,"failed",2,"US",4,4,50000,0,30,2014,7,2,"Food:Food",10.8197782844103,1.66425331175514,6,-2.63394703160382,0,0,1
"585",1537645565,"$100,000 Needed To Fund Best Food In America Documentary!!!","Documentary","Film & Video","USD","2014-08-17",100,"2014-07-18",0,"failed",0,"US",0,0,100,0,30,2014,7,0,"Film & Video:Documentary",4.60517018598809,-2.53470426347299,6,-2.63394703160382,1,0,0
"586",1538017462,"Mad Monster (Canceled)","Product Design","Design","USD","2014-08-10",2000,"2014-07-11",830,"canceled",6,"US",830,830,2000,0,30,2014,7,138.333333333333,"Design:Product Design",7.60090245954208,-1.06249814706366,6,-2.63394703160382,1,0,0
"587",1540066180,"The Hakamada Incident (Canceled)","Documentary","Film & Video","EUR","2014-09-16",70000,"2014-07-28",90,"canceled",3,"NL",120.87,115.67,89963.89,0,50,2014,7,30,"Film & Video:Documentary",11.407163646579,1.2996444962874,10,17.3660529683962,0,0,1
"588",1540242893,"Cooking Around the World With You (Canceled)","Food","Food","USD","2014-08-03",1500,"2014-07-14",61,"canceled",4,"US",61,61,1500,0,20,2014,7,15.25,"Food:Food",7.3132203870903,0.512448730791784,4,-12.6339470316038,0,0,1
"589",1541111117,"Mispah : is Hebrew for """"""""watchover""""""""","Food","Food","USD","2014-08-27",5000,"2014-07-28",375,"failed",9,"US",375,375,5000,0,30,2014,7,41.6666666666667,"Food:Food",8.51719319141624,0.907919569142343,6,-2.63394703160382,0,0,1
"590",154170778,"BCakeShop","Food","Food","USD","2014-07-18",25000,"2014-07-03",27331.1,"successful",290,"US",27331.1,27331.1,25000,1,15,2014,7,94.2451724137931,"Food:Food",10.1266311038503,1.43657416849588,3,-17.6339470316038,0,0,0
"591",1541714513,"Baseboard Blaster: Household Cleaning Made Easy! (Canceled)","Product Design","Design","USD","2014-08-17",30000,"2014-07-18",205,"canceled",7,"US",205,205,30000,0,30,2014,7,29.2857142857143,"Design:Product Design",10.3089526606443,0.660424971041199,6,-2.63394703160382,1,0,0
"592",1543166797,"Try some of T's NUTS (Canceled)","Food","Food","USD","2014-08-06",8000,"2014-07-16",0,"canceled",0,"US",0,0,8000,0,21,2014,7,0,"Food:Food",8.98719682066197,1.06230239956656,5,-11.6339470316038,0,0,1
"593",1543325034,"Pizza (Canceled)","Food","Food","GBP","2014-09-06",50,"2014-07-08",0,"canceled",0,"GB",0,0,81.16,0,60,2014,7,0,"Food:Food",4.39642251495761,-0.445636448247829,12,27.3660529683962,0,0,1
"594",1545297646,"28 Stitches Sewing Studio and Alterations","Art","Art","USD","2014-07-22",500,"2014-07-07",945,"successful",23,"US",945,945,500,1,15,2014,7,41.0869565217391,"Art:Art",6.21460809842219,-0.393550972695129,3,-17.6339470316038,1,1,1
"595",1545868660,"Paddle for the North","Documentary","Film & Video","NZD","2014-08-11",25000,"2014-07-12",3277,"failed",56,"NZ",2890.62,2784.67,21244.05,0,30,2014,7,58.5178571428571,"Film & Video:Documentary",9.96383213514524,0.486024721018116,6,-2.63394703160382,0,0,1
"596",1546001743,"MOMMA'S SNACKS","Food","Food","USD","2014-07-31",220,"2014-07-14",5,"failed",1,"US",5,5,220,0,17,2014,7,5,"Food:Food",5.39362754635236,-0.118082945082225,4,-15.6339470316038,0,0,1
"597",1546460856,"Culinary Dreams - A Chef in the Making! (Canceled)","Food","Food","USD","2014-09-09",5750,"2014-07-11",50,"canceled",1,"US",50,50,5750,0,60,2014,7,50,"Food:Food",8.6569551337914,0.953827393905504,12,27.3660529683962,0,0,1
"598",1547043240,"Over 100 recipes, easy to use and beautiful","Food","Food","USD","2014-08-20",2500,"2014-07-21",80,"failed",4,"US",80,80,2500,0,30,2014,7,20,"Food:Food",7.82404601085629,0.680240425883091,6,-2.63394703160382,0,0,1
"599",1547167941,"Red Light Soul Project: Love's Calling","Music","Music","USD","2014-09-02",15,"2014-07-28",0,"failed",0,"US",0,0,15,0,36,2014,7,0,"Music:Music",2.70805020110221,-3.10390747922794,8,3.36605296839618,1,0,0
"600",1547602979,"E Lombardo Guitars - Raising funds to build inventory","Music","Music","USD","2014-08-25",50000,"2014-07-26",0,"failed",0,"US",0,0,50000,0,30,2014,7,0,"Music:Music",10.8197782844103,1.3502776830838,6,-2.63394703160382,0,0,1
"601",1547837393,"Help kNO Allergies get our initial run of Granola Bars made","Food","Food","USD","2014-09-08",35000,"2014-07-16",315,"failed",10,"US",315,315,35000,0,54,2014,7,31.5,"Food:Food",10.4631033404715,1.54709573262106,11,21.3660529683962,0,0,1
"602",1548135090,"Help Lindsay on her Journey to Masterchef Canada","Food","Food","CAD","2014-08-23",500,"2014-07-23",590,"successful",8,"CA",549.31,543.58,460.66,1,31,2014,7,73.75,"Food:Food",6.13266024377476,0.124668285982118,7,-1.63394703160382,0,0,0
"603",1550163848,"$100 to help me make the BEST GUMBO in the world!","Food","Food","USD","2014-08-09",100,"2014-07-10",0,"failed",0,"US",0,0,100,0,30,2014,7,0,"Food:Food",4.60517018598809,-0.37706877282399,6,-2.63394703160382,0,0,1
"604",1551141283,"GripSnap: the magnetic holder for smartphones and GoPros","Product Design","Design","USD","2014-09-10",16000,"2014-07-23",23114,"successful",644,"US",23114,23114,16000,1,49,2014,7,35.8913043478261,"Design:Product Design",9.68034400122192,0.260489847564204,10,16.3660529683962,0,0,0
"605",1551807685,"Life in Japan","Art","Art","USD","2014-09-01",15500,"2014-07-03",63,"failed",4,"US",63,63,15500,0,60,2014,7,15.75,"Art:Art",9.64859530290734,1.0470089124731,12,27.3660529683962,0,0,1
"606",1552423147,"Textbook Origami","Art","Art","USD","2014-08-15",5000,"2014-07-16",10.23,"failed",2,"US",10.23,10.23,5000,0,30,2014,7,5.115,"Art:Art",8.51719319141624,0.572384984439836,6,-2.63394703160382,0,0,1
"607",1552598829,"Starting a GORDON""""""""S SUBS a friendly taste of HOME SWEET HOME","Food","Food","USD","2014-08-31",4500,"2014-07-09",0,"canceled",0,"US",0,0,4500,0,53,2014,7,0,"Food:Food",8.41183267575841,0.873311635054018,11,20.3660529683962,0,0,1
"608",1553505800,"Yorkshire Pudding & Onion Gravy","Food","Food","GBP","2014-08-14",60,"2014-07-15",1,"failed",1,"GB",1.71,1.67,100.14,0,30,2014,7,1,"Food:Food",4.6065692069018,-0.376609234226751,6,-2.63394703160382,0,0,1
"609",1553891560,"Chris builds a really big LEGO spaceship","Art","Art","USD","2014-08-10",200,"2014-07-11",345,"successful",19,"US",345,345,200,1,30,2014,7,18.1578947368421,"Art:Art",5.29831736654804,-0.77793553585405,6,-2.63394703160382,1,1,1
"610",155398208,"tick tock """"""""save the hooters"""""""" owl clock","Art","Art","USD","2014-07-26",15,"2014-07-11",0,"failed",0,"US",0,0,15,0,15,2014,7,0,"Art:Art",2.70805020110221,-1.86455431111799,3,-17.6339470316038,1,0,0
"611",1554353280,"Carbon Aces - Real Carbon Fibre Guitar Picks","Product Design","Design","GBP","2014-07-31",1000,"2014-07-07",1340,"successful",115,"GB",2299.32,2254.64,1682.57,1,24,2014,7,11.6521739130435,"Design:Product Design",7.42807766540826,-1.17245321107011,5,-8.63394703160382,1,1,1
"612",1555582709,"Chef BoyarKEE Platters","Food","Food","USD","2014-09-03",2500,"2014-07-30",0,"failed",0,"US",0,0,2500,0,35,2014,7,0,"Food:Food",7.82404601085629,0.680240425883091,7,2.36605296839618,0,0,1
"613",15556585,"Lollipop Chicken Appetizers (Canceled)","Food","Food","CAD","2014-08-08",5000,"2014-07-09",0,"canceled",0,"CA",0,0,4580.43,0,30,2014,7,0,"Food:Food",8.42954815916405,0.879130667717416,6,-2.63394703160382,0,0,1
"614",1556145375,"""""""""I Used to Be in Love"""""""" - New Album by David Bowden","Music","Music","USD","2014-08-05",13000,"2014-07-06",13178,"successful",292,"US",13178,13178,13000,1,30,2014,7,45.1301369863014,"Music:Music",9.47270463644367,0.610593685581371,6,-2.63394703160382,0,0,0
"615",1556456645,"DJ lift (Canceled)","Music","Music","GBP","2014-08-07",429,"2014-07-08",0,"canceled",0,"GB",0,0,720.9,0,30,2014,7,0,"Music:Music",6.58050043141053,-0.977528219409877,6,-2.63394703160382,1,0,0
"616",1557773026,"Scotland's Secrets","Documentary","Film & Video","GBP","2014-09-13",1500,"2014-07-15",10,"failed",1,"GB",17.12,16.34,2451.1,0,60,2014,7,10,"Film & Video:Documentary",7.80429218236943,-0.73132860158558,12,27.3660529683962,0,0,1
"617",1557976682,"SodaStor: Preserve soda's carbonation and flavor (Canceled)","Product Design","Design","USD","2014-09-03",75000,"2014-07-30",846,"canceled",21,"US",846,846,75000,0,35,2014,7,40.2857142857143,"Design:Product Design",11.2252433925184,1.24338997080695,7,2.36605296839618,0,0,1
"618",155818061,"Back 2 School block party for underprivileged youth & kids","Food","Food","USD","2014-08-01",5250,"2014-07-12",0,"failed",0,"US",0,0,5250,0,20,2014,7,0,"Food:Food",8.56598335558567,0.92394575101125,4,-12.6339470316038,0,0,1
"619",1558338632,"Best Rainbow Cookies","Food","Food","USD","2014-08-14",50,"2014-07-15",50,"successful",1,"US",50,50,50,1,30,2014,7,50,"Food:Food",3.91202300542815,-0.604747916083242,6,-2.63394703160382,0,0,0
"620",1558885003,"Romantic dinner","Food","Food","EUR","2014-08-10",20,"2014-07-11",20,"successful",4,"NL",27.29,26.78,26.78,1,30,2014,7,5,"Food:Food",3.28765534026303,-0.809834943875429,6,-2.63394703160382,0,0,0
"621",1560664627,"Treefort """"""""The Best Thing Since Potato Salad""""""""","Art","Art","CAD","2014-08-22",38,"2014-07-29",17,"failed",4,"CA",15.72,15.52,34.68,0,24,2014,7,4.25,"Art:Art",3.54616315191234,-1.5129653784044,5,-8.63394703160382,1,0,0
"622",1562278544,"the goddamn best hummus ever! (Canceled)","Food","Food","USD","2014-08-13",10,"2014-07-14",20,"canceled",2,"US",20,20,10,0,30,2014,7,10,"Food:Food",2.30258509299405,-1.13340251543678,6,-2.63394703160382,1,0,0
"623",1562293475,"Fisherman John Get Back to the Lake!","Documentary","Film & Video","USD","2014-08-11",550,"2014-07-31",1206,"successful",21,"US",1206,1206,550,1,11,2014,7,57.4285714285714,"Film & Video:Documentary",6.30991827822652,-1.57372146173263,3,-21.6339470316038,1,1,1
"624",1563369231,"The Biggest Burger Party","Food","Food","USD","2014-08-10",5000,"2014-07-09",8,"failed",2,"US",8,8,5000,0,32,2014,7,4,"Food:Food",8.51719319141624,0.907919569142343,7,-0.633947031603817,0,0,1
"625",1563471274,"Long Beach Kombucha (Canceled)","Food","Food","USD","2014-08-14",4400,"2014-07-15",0,"canceled",0,"US",0,0,4400,0,30,2014,7,0,"Food:Food",8.38935981990635,0.865929940789819,6,-2.63394703160382,0,0,1
"626",1563599681,"Lunchtime Food experiments","Food","Food","CAD","2014-08-15",1000,"2014-07-16",0,"failed",0,"CA",0,0,917.43,0,30,2014,7,0,"Food:Food",6.82157628274024,0.35095761951516,6,-2.63394703160382,0,0,1
"627",1564613948,"Farm to Fork Book and Video Series","Food","Food","AUD","2014-08-17",1e+05,"2014-07-18",0,"failed",0,"AU",0,0,93118.54,0,30,2014,7,0,"Food:Food",11.4416285841482,1.86851345657093,6,-2.63394703160382,0,0,1
"628",1564879476,"Potato Salad ?? NOPE -HOMEMADE chicken noodle soup is BETTER","Food","Food","USD","2014-08-08",10,"2014-07-09",0,"failed",0,"US",0,0,10,0,30,2014,7,0,"Food:Food",2.30258509299405,-1.13340251543678,6,-2.63394703160382,1,0,0
"629",1565511249,"Stag do","Documentary","Film & Video","GBP","2014-08-20",20000,"2014-07-21",0,"failed",0,"GB",0,0,33154.85,0,30,2014,7,0,"Film & Video:Documentary",10.4089442895882,0.736938698991054,6,-2.63394703160382,0,0,1
"630",1565682167,"EXCITING GRAND SUMMER OPERA PERFORMANCES IN PHILADELPHIA!!","Music","Music","USD","2014-08-09",18000,"2014-07-13",74,"failed",4,"US",74,74,18000,0,27,2014,7,18.5,"Music:Music",9.7981270368783,0.789284540675797,6,-5.63394703160382,0,0,1
"631",1565866278,"Forgotten Bayou - Life on the Edge of Bayou Corne Sinkhole","Documentary","Film & Video","USD","2014-09-02",20000,"2014-07-24",3730,"failed",40,"US",3730,3730,20000,0,40,2014,7,93.25,"Film & Video:Documentary",9.90348755253613,0.452007902738872,8,7.36605296839618,0,0,1
"632",1566873434,"Unsigned Festival","Music","Music","GBP","2014-08-19",5000,"2014-07-20",0,"failed",0,"GB",0,0,8288.71,0,30,2014,7,0,"Music:Music",9.02264962685331,0.363466522866621,6,-2.63394703160382,0,0,1
"633",1567076092,"Life of C0ok1e","Documentary","Film & Video","CAD","2014-08-15",1000,"2014-07-21",1.08,"failed",1,"CA",1,0.99,917.43,0,25,2014,7,1.08,"Film & Video:Documentary",6.82157628274024,-1.28529495171092,5,-7.63394703160382,1,0,0
"634",1567078950,"Roasted Red Salsa","Food","Food","USD","2014-08-15",20,"2014-07-16",140,"successful",8,"US",140,140,20,1,30,2014,7,17.5,"Food:Food",2.99573227355399,-0.905723372177531,6,-2.63394703160382,1,1,1
"635",1567447380,"Nikole's Breakfast","Food","Food","USD","2014-08-10",500,"2014-07-11",17,"failed",3,"US",17,17,500,0,30,2014,7,5.66666666666667,"Food:Food",6.21460809842219,0.15158582652955,6,-2.63394703160382,0,0,1
"636",1568020344,"We've Got A Hole In The Roof!!","Music","Music","USD","2014-08-13",20000,"2014-07-14",585,"failed",13,"US",585,585,20000,0,30,2014,7,45,"Music:Music",9.90348755253613,0.847138457956665,6,-2.63394703160382,0,0,1
"637",1568197063,"Secret Shopper Scotland","Documentary","Film & Video","GBP","2014-08-15",3950,"2014-07-16",0,"failed",0,"GB",0,0,6592.56,0,30,2014,7,0,"Film & Video:Documentary",8.79369701943745,-0.173591633461076,6,-2.63394703160382,1,0,0
"638",1568834742,"Yearstick 2015","Product Design","Design","USD","2014-08-23",18000,"2014-07-24",326,"failed",16,"US",326,326,18000,0,30,2014,7,20.375,"Design:Product Design",9.7981270368783,0.335426093195971,6,-2.63394703160382,1,0,0
"639",1569166463,"Bringing Beauty to Everyday Life","Product Design","Design","USD","2014-09-02",6000,"2014-07-19",20,"failed",2,"US",20,20,6000,0,45,2014,7,10,"Design:Product Design",8.69951474821019,-0.363536026933846,9,12.3660529683962,1,0,0
"640",1569496411,"My Oasis Outdoor Umbrella LED Light Kit","Product Design","Design","USD","2014-08-17",45000,"2014-07-18",20,"failed",1,"US",20,20,45000,0,30,2014,7,20,"Design:Product Design",10.7144177687525,0.918391092961726,6,-2.63394703160382,0,0,1
"641",1571070928,"A DJ Can Dream...","Music","Music","USD","2014-08-10",1000,"2014-07-11",0,"failed",0,"US",0,0,1000,0,30,2014,7,0,"Music:Music",6.90775527898214,-0.797831159624612,6,-2.63394703160382,1,0,0
"642",1572707729,"Thousands See God (Canceled)","Documentary","Film & Video","USD","2014-08-08",30000,"2014-07-09",381,"canceled",8,"US",381,381,30000,0,30,2014,7,47.625,"Film & Video:Documentary",10.3089526606443,0.680572461556545,6,-2.63394703160382,0,0,1
"643",1572707894,"Massive Collaborative Drawing","Art","Art","USD","2014-08-06",1500,"2014-07-16",1515.5,"successful",79,"US",1515.5,1515.5,1500,1,21,2014,7,19.1835443037975,"Art:Art",7.3132203870903,0.0673176031519431,5,-11.6339470316038,0,0,0
"644",1573192208,"The SOL-R-Q! Meet the world's newest Solar Grill!","Product Design","Design","USD","2014-08-13",15000,"2014-07-14",25,"failed",1,"US",25,25,15000,0,30,2014,7,25,"Design:Product Design",9.61580548008435,0.21942897283191,6,-2.63394703160382,1,0,0
"645",1574079008,"Good Old Fashioned Pancakes","Food","Food","USD","2014-08-08",7,"2014-07-09",7,"successful",1,"US",7,7,7,1,30,2014,7,7,"Food:Food",1.94591014905531,-1.25056009457086,6,-2.63394703160382,1,1,1
"646",1575552440,"Waffles","Food","Food","USD","2014-08-13",88,"2014-07-14",0,"failed",0,"US",0,0,88,0,30,2014,7,0,"Food:Food",4.47733681447821,-0.419058401176514,6,-2.63394703160382,0,0,1
"647",1576174088,"CLAMBAKE           30 years of Women's Week in Provincetown.","Documentary","Film & Video","USD","2014-08-31",45000,"2014-07-16",0,"canceled",0,"US",0,0,45000,0,46,2014,7,0,"Film & Video:Documentary",10.7144177687525,0.909137020374217,10,13.3660529683962,0,0,1
"648",1577052321,"Peachie Peach Kobbler","Food","Food","USD","2014-07-31",50,"2014-07-11",0,"failed",0,"US",0,0,50,0,20,2014,7,0,"Food:Food",3.91202300542815,-0.604747916083242,4,-12.6339470316038,1,0,0
"649",1577594360,"Plant Earth, """"""""Feed yourself, feed the world.""""""""","Food","Food","USD","2014-07-31",7500,"2014-07-01",16,"failed",4,"US",16,16,7500,0,30,2014,7,4,"Food:Food",8.9226582995244,1.04110333014532,6,-2.63394703160382,0,0,1
"650",1577817399,"Elote Festival","Food","Food","USD","2014-08-12",20000,"2014-07-13",0,"failed",0,"US",0,0,20000,0,30,2014,7,0,"Food:Food",9.90348755253613,1.36327785566085,6,-2.63394703160382,0,0,1
"651",1579701314,"Homemade Spaghetti","Food","Food","USD","2014-07-23",50,"2014-07-08",0,"failed",0,"US",0,0,50,0,15,2014,7,0,"Food:Food",3.91202300542815,-0.604747916083242,3,-17.6339470316038,1,0,0
"652",1580205920,"I need a Wok. (Canceled)","Food","Food","GBP","2014-08-17",30,"2014-07-18",0,"canceled",0,"GB",0,0,49.73,0,30,2014,7,0,"Food:Food",3.90660837272665,-0.606526468992517,6,-2.63394703160382,0,0,1
"653",1580630254,"Help fund my canpaign: A film about a female on a mission.","Documentary","Film & Video","USD","2014-09-03",14999,"2014-07-18",252.7,"canceled",13,"US",252.7,252.7,14999,0,47,2014,7,19.4384615384615,"Film & Video:Documentary",9.61573881119536,0.289801185564708,10,14.3660529683962,0,0,1
"654",1581272936,"Bake a Cake","Food","Food","USD","2014-07-31",75,"2014-07-18",6,"failed",2,"US",6,6,75,0,13,2014,7,3,"Food:Food",4.31748811353631,-0.47156415508026,3,-19.6339470316038,1,0,0
"655",1582426677,"""""""""The Perfect Storm"""""""" Documentary on the '94 Montreal Expos","Documentary","Film & Video","CAD","2014-08-14",15000,"2014-07-15",22328.25,"successful",318,"CA",20801.39,20484.63,13761.47,1,30,2014,7,70.2146226415094,"Film & Video:Documentary",9.52962793717662,0.24125966242026,6,-2.63394703160382,0,0,0
"656",1583918282,"Securing my future","Art","Art","GBP","2014-08-05",4800,"2014-07-11",0,"failed",0,"GB",0,0,8066.01,0,25,2014,7,0,"Art:Art",8.99541421520443,0.772999017658586,5,-7.63394703160382,0,0,1
"657",1584015234,"UV-Sakura-A amazing Badge color can auto change by sunlight","Product Design","Design","GBP","2014-09-29",10000,"2014-07-31",612,"failed",16,"GB",1039.29,983.26,16066.32,0,60,2014,7,38.25,"Design:Product Design",9.68448043437431,0.263121540396877,12,27.3660529683962,0,0,1
"658",1584274655,"Leeds Drum Academy needs to rebuild our facilities!","Music","Music","GBP","2014-08-18",10000,"2014-07-19",1,"failed",1,"GB",1.71,1.66,16577.42,0,30,2014,7,1,"Music:Music",9.71579680741325,0.74407665368467,6,-2.63394703160382,0,0,1
"659",158436563,"Gringo Street Tacos, delicious SOUTHERN tacos with a twist!","Food","Food","USD","2014-09-07",20000,"2014-07-09",10,"failed",1,"US",10,10,20000,0,60,2014,7,10,"Food:Food",9.90348755253613,1.36327785566085,12,27.3660529683962,0,0,1
"660",1584736675,"Ink Spot Creations Hand Made Pens and Pencils","Art","Art","USD","2014-08-20",650,"2014-07-21",125,"failed",7,"US",125,125,650,0,30,2014,7,17.8571428571429,"Art:Art",6.47697236288968,-0.283488991625458,6,-2.63394703160382,0,0,1
"661",1585136354,"Alive Doc","Documentary","Film & Video","USD","2014-08-01",4000,"2014-07-22",4275,"successful",34,"US",4275,4275,4000,1,10,2014,7,125.735294117647,"Film & Video:Documentary",8.29404964010203,-0.455247639214698,2,-22.6339470316038,1,1,1
"662",1585592656,"Vietnam A Return To Lost Memories","Documentary","Film & Video","NZD","2014-09-02",15000,"2014-07-29",50,"failed",1,"NZ",42.73,41.47,12439.87,0,35,2014,7,50,"Film & Video:Documentary",9.42866191607779,0.184344150810142,7,2.36605296839618,0,0,1
"663",1586009682,"Discovery of America : 30 in 30","Documentary","Film & Video","USD","2014-08-07",2500,"2014-07-08",3000,"successful",50,"US",3000,3000,2500,1,30,2014,7,60,"Film & Video:Documentary",7.82404601085629,-0.720193179565852,6,-2.63394703160382,1,1,1
